13.4718494415	1099.94824219	-0.668388724327
13.6350603104	1100.23352051	-0.668380439281
13.8118667603	1100.54406738	-0.668473124504
13.9622859955	1100.80895996	-0.668487131596
14.1118011475	1101.07275391	-0.668551325798
14.2774009705	1101.36523438	-0.668691277504
14.4661073685	1101.69909668	-0.668856322765
14.6311893463	1101.99157715	-0.668919324875
14.8095779419	1102.30786133	-0.669002890587
14.9992380142	1102.64453125	-0.669149756432
15.2000293732	1103.00158691	-0.669358730316
15.3597517014	1103.28552246	-0.669530212879
15.5272941589	1103.58361816	-0.669674932957
15.6960439682	1103.88427734	-0.6697691679
15.8547334671	1104.16687012	-0.669706940651
16.0064163208	1104.43701172	-0.669446408749
16.1933135986	1104.76928711	-0.668960213661
16.369134903	1105.08154297	-0.668415129185
16.5313034058	1105.36950684	-0.667889714241
16.6843929291	1105.640625	-0.667535364628
16.8938407898	1106.01062012	-0.66734868288
17.0555763245	1106.29577637	-0.667389631271
17.2349395752	1106.61206055	-0.668077528477
17.4191322327	1106.93713379	-0.668897032738
17.578742981	1107.21948242	-0.669518709183
17.7325172424	1107.49194336	-0.670113265514
17.9396362305	1107.859375	-0.671138763428
18.0879898071	1108.12304688	-0.671849012375
18.2449645996	1108.40222168	-0.672569870949
18.402557373	1108.68273926	-0.673304736614
18.5694236755	1108.98022461	-0.674077033997
18.7446689606	1109.29272461	-0.674610257149
18.9250679016	1109.61486816	-0.67492300272
19.1142845154	1109.95300293	-0.675092577934
19.3061904907	1110.29602051	-0.675167322159
19.4742622375	1110.59655762	-0.675241470337
19.6424064636	1110.89746094	-0.675356030464
19.8545589447	1111.27722168	-0.675482332706
20.0711421967	1111.66491699	-0.675514817238
20.2202758789	1111.93225098	-0.675534546375
20.4430236816	1112.3314209	-0.675678551197
20.672246933	1112.74279785	-0.676102936268
20.9062423706	1113.16271973	-0.676968574524
21.1468257904	1113.59460449	-0.678580462933
21.3125190735	1113.89233398	-0.679823637009
21.4768447876	1114.18774414	-0.681084871292
21.6427688599	1114.48620605	-0.682094752789
21.8125076294	1114.79174805	-0.682753682137
21.982963562	1115.09887695	-0.683147549629
22.2427806854	1115.56726074	-0.68371462822
22.4149589539	1115.87756348	-0.684300422668
22.5938224792	1116.20007324	-0.6853723526
22.7739372253	1116.52490234	-0.686851620674
23.0001125336	1116.9329834	-0.689130961895
23.1852493286	1117.26696777	-0.691063761711
23.4124069214	1117.67712402	-0.693109750748
23.6484489441	1118.10327148	-0.694558024406
23.9295902252	1118.61071777	-0.695368349552
24.2137966156	1119.12402344	-0.695639073849
24.5009803772	1119.64257812	-0.696008205414
24.7894668579	1120.16369629	-0.696924865246
24.9354820251	1120.42749023	-0.697544634342
25.0823459625	1120.69287109	-0.698217511177
25.2289009094	1120.9576416	-0.698861837387
25.3751754761	1121.22216797	-0.699399709702
25.5743713379	1121.58215332	-0.699898719788
25.7658309937	1121.92822266	-0.700127601624
25.9686183929	1122.2947998	-0.700092017651
26.1666755676	1122.6529541	-0.699805140495
26.3636608124	1123.00915527	-0.699329435825
26.5639190674	1123.37109375	-0.698702514172
26.763217926	1123.73168945	-0.698032617569
26.962474823	1124.09191895	-0.697384297848
27.1613254547	1124.45141602	-0.696801483631
27.3671550751	1124.82373047	-0.696226596832
27.5676994324	1125.18640137	-0.69557261467
27.7138214111	1125.45068359	-0.694972872734
27.8638439178	1125.7220459	-0.694226562977
28.0171470642	1125.99926758	-0.693322658539
28.1657352448	1126.26782227	-0.692312300205
28.3192615509	1126.54541016	-0.691171646118
28.4684791565	1126.81518555	-0.690036654472
28.6180706024	1127.08581543	-0.688911676407
28.7658996582	1127.35314941	-0.687874913216
28.9158611298	1127.62438965	-0.686971187592
29.0671138763	1127.89794922	-0.686234414577
29.2198143005	1128.17407227	-0.685702264309
29.3685436249	1128.44299316	-0.685368001461
29.519952774	1128.71679688	-0.685207486153
29.6664543152	1128.98181152	-0.685218751431
29.8693523407	1129.34887695	-0.685538172722
30.0681018829	1129.70837402	-0.686305701733
30.268901825	1130.07177734	-0.687585353851
30.4680099487	1130.43212891	-0.689323484898
30.6661300659	1130.79064941	-0.691393494606
30.8665218353	1131.15319824	-0.693468391895
31.0661964417	1131.5144043	-0.695142269135
31.2683544159	1131.88000488	-0.696190774441
31.4692783356	1132.24353027	-0.696338891983
31.6710414886	1132.60839844	-0.695754230022
31.8690910339	1132.9666748	-0.694713950157
32.0691413879	1133.32861328	-0.693406999111
32.2691078186	1133.69042969	-0.692127525806
32.4740867615	1134.06140137	-0.690919160843
32.6245574951	1134.33349609	-0.690104842186
32.7734031677	1134.60266113	-0.689341545105
32.9237289429	1134.87451172	-0.688547253609
33.0731010437	1135.1484375	-0.687680661678
33.2083015442	1135.41931152	-0.686700642109
33.3311920166	1135.69458008	-0.685581445694
33.4534988403	1135.97399902	-0.6843547225
33.5756034851	1136.25512695	-0.68305683136
33.6948776245	1136.53625488	-0.681731820107
33.8839035034	1136.99060059	-0.679582536221
34.0413131714	1137.37268066	-0.677800238132
34.1583709717	1137.65734863	-0.676512181759
34.2753791809	1137.9420166	-0.675279259682
34.3952140808	1138.23339844	-0.674085140228
34.5100860596	1138.51293945	-0.673066198826
34.6262512207	1138.79541016	-0.672092020512
34.7426109314	1139.07849121	-0.671193003654
34.8626441956	1139.3704834	-0.670457959175
34.9788856506	1139.65319824	-0.669778823853
35.0941085815	1139.93359375	-0.669090509415
35.2571334839	1140.33032227	-0.668191194534
35.4136543274	1140.71105957	-0.667218506336
35.5703277588	1141.09216309	-0.66610121727
35.7191772461	1141.46984863	-0.66485953331
35.8481292725	1141.85742188	-0.663421630859
35.9499397278	1142.25280762	-0.661900281906
36.0038146973	1142.55273438	-0.660690426826
36.0728530884	1143.02282715	-0.658820033073
36.1215438843	1143.4083252	-0.657131969929
36.1636505127	1143.80126953	-0.655209064484
36.2033843994	1144.20593262	-0.653171956539
36.2405815125	1144.59558105	-0.651284754276
36.2694625854	1144.89990234	-0.649974405766
36.3166656494	1145.39807129	-0.648216068745
36.3546905518	1145.80004883	-0.647144913673
36.3837203979	1146.1072998	-0.64653301239
36.4122047424	1146.40905762	-0.646083474159
36.4413337708	1146.71789551	-0.645771861076
36.4696426392	1147.01806641	-0.645570755005
36.499206543	1147.33154297	-0.645418941975
36.5276603699	1147.63330078	-0.645274996758
36.5579566956	1147.9543457	-0.645116448402
